ID,Game_ID,Team,Line,Book,Home_Team,Away_Team,Start_Time,League,Line_Update,WinProbability,BookB,TeamB,LineB,WinProbabilityB,CombineWinProbability,WagerB,PayoutB,WagerA,PayoutA,CombineWager,CombinePayuot,MinimumNetPayout,MaximumNetPayout,WagerARounded,PayoutARounded,CombineWagerRounded,CombinePayuotRounded,MinimumNetPayoutRounded,MaximumNetPayoutRounded
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.02,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.9803921568627451,mybookieag,Minnesota Twins,3.1,0.3225806451612903,1.3029728020240354,100,310.0,303.921568627451,310.0,403.921568627451,620.0,-93.921568627451,-93.921568627451,304.0,310.08,404.0,620.0799999999999,-94.0,-94.0
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.02,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.9803921568627451,pointsbetus,Minnesota Twins,14.0,0.07142857142857142,1.0518207282913166,100,1400.0,1372.549019607843,1400.0,1472.549019607843,2800.0,-72.54901960784309,-72.54901960784309,1373.0,1400.46,1473.0,2800.46,-73.0,-73.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,14.0,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.07142857142857142,fanduel,Los Angeles Angels,1.02,0.9803921568627451,1.0518207282913166,100,102.0,7.285714285714286,102.0,107.28571428571429,204.0,-5.285714285714292,-5.285714285714292,7.0,98.0,107.0,200.0,-9.0,-9.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,14.0,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.07142857142857142,betmgm,Los Angeles Angels,1.01,0.9900990099009901,1.0615275813295615,100,101.0,7.214285714285714,101.0,107.21428571428571,202.0,-6.214285714285708,-6.214285714285708,7.0,98.0,107.0,199.0,-9.0,-9.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,14.0,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.07142857142857142,unibet_us,Los Angeles Angels,1.01,0.9900990099009901,1.0615275813295615,100,101.0,7.214285714285714,101.0,107.21428571428571,202.0,-6.214285714285708,-6.214285714285708,7.0,98.0,107.0,199.0,-9.0,-9.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,14.0,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.07142857142857142,twinspires,Los Angeles Angels,1.07,0.9345794392523364,1.006008010680908,100,107.0,7.642857142857143,107.0,107.64285714285714,214.0,-0.6428571428571388,-0.6428571428571388,8.0,112.0,108.0,219.0,-1.0,-1.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,14.0,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.07142857142857142,sugarhouse,Los Angeles Angels,1.07,0.9345794392523364,1.006008010680908,100,107.0,7.642857142857143,107.0,107.64285714285714,214.0,-0.6428571428571388,-0.6428571428571388,8.0,112.0,108.0,219.0,-1.0,-1.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,14.0,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.07142857142857142,barstool,Los Angeles Angels,1.01,0.9900990099009901,1.0615275813295615,100,101.0,7.214285714285714,101.0,107.21428571428571,202.0,-6.214285714285708,-6.214285714285708,7.0,98.0,107.0,199.0,-9.0,-9.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,14.0,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.07142857142857142,foxbet,Los Angeles Angels,1.14,0.8771929824561404,0.9486215538847118,100,113.99999999999999,8.142857142857142,114.0,108.14285714285714,228.0,5.857142857142847,5.857142857142847,8.0,112.0,108.0,226.0,4.0,4.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,14.0,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.07142857142857142,mybookieag,Los Angeles Angels,1.35,0.7407407407407407,0.8121693121693121,100,135.0,9.642857142857142,135.0,109.64285714285714,270.0,25.35714285714286,25.35714285714286,10.0,140.0,110.0,275.0,25.0,25.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,14.0,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.07142857142857142,pointsbetus,Los Angeles Angels,1.03,0.970873786407767,1.0423023578363384,100,103.0,7.357142857142857,103.0,107.35714285714286,206.0,-4.357142857142861,-4.357142857142861,7.0,98.0,107.0,201.0,-9.0,-9.0
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.02,fanduel,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:18:57,0.9803921568627451,draftkings,Minnesota Twins,14.0,0.07142857142857142,1.0518207282913166,100,1400.0,1372.549019607843,1400.0,1472.549019607843,2800.0,-72.54901960784309,-72.54901960784309,1373.0,1400.46,1473.0,2800.46,-73.0,-73.0
